customer_id,full_name,email,phone,city,customer_status,created_at,updated_at
CUS0008264,Trần Ngọc,customer0008264@example.com,0747508127,Cần Thơ,inactive,2024-11-14 09:35:14,2026-07-31 09:35:14
CUS0007342,Hoàng Hùng,customer0007342@example.com,0558117385,Đà Nẵng,active,2025-09-30 09:35:14,2026-08-05 09:35:14
CUS0009427,Hồ Long,customer0009427@example.com,0709780814,Huế,active,2025-11-12 09:35:14,2026-08-04 09:35:14
CUS0011588,Lê Dũng,customer0011588@example.com,0812157852,Nha Trang,active,2025-09-20 09:35:14,2026-08-05 09:35:14
CUS0004421,Bùi Quân,customer0004421@example.com,0865689972,Huế,active,2025-11-21 09:35:14,2026-08-05 09:35:14
CUS0008724,Võ Nam,customer0008724@example.com,0443584175,Hà Nội,active,2026-02-22 09:35:14,2026-08-04 09:35:14
CUS0001732,Huỳnh Vân,customer0001732@example.com,0722876484,Huế,active,2026-04-30 09:35:14,2026-08-06 09:35:14
CUS0007131,Dương Hoàng,customer0007131@example.com,0320585400,Huế,active,2025-08-16 09:35:14,2026-08-05 09:35:14
CUS0008087,Huỳnh Phúc,customer0008087@example.com,0918541596,Cần Thơ,active,2026-06-18 09:35:14,2026-08-01 09:35:14
CUS0009708,Bùi Dũng,customer0009708@example.com,0593598592,Hà Nội,active,2025-10-23 09:35:14,2026-08-06 09:35:14
CUS0003248,Lê Chiến,customer0003248@example.com,0725653448,Huế,active,2025-11-08 09:35:14,2026-07-31 09:35:14
CUS0001871,Nguyễn Bình,customer0001871@example.com,0870800631,Đà Nẵng,active,2024-10-27 09:35:14,2026-08-02 09:35:14
CUS0010238,Phan Bình,customer0010238@example.com,0468333398,Đà Nẵng,active,2025-02-18 09:35:14,2026-08-06 09:35:14
CUS0002212,Nguyễn Thảo,customer0002212@example.com,0693774555,Nha Trang,active,2026-05-22 09:35:14,2026-08-06 09:35:14
CUS0010131,Nguyễn Hiếu,customer0010131@example.com,0711623483,Đà Nẵng,active,2025-11-08 09:35:14,2026-07-31 09:35:14
CUS0005338,Võ Nga,customer0005338@example.com,0728566790,Đà Nẵng,inactive,2024-10-26 09:35:14,2026-08-03 09:35:14
CUS0006976,Vũ Sơn,customer0006976@example.com,0973752416,Đà Nẵng,active,2026-03-15 09:35:14,2026-08-05 09:35:14
CUS0004171,Võ Khánh,customer0004171@example.com,0503162265,Cần Thơ,active,2025-05-03 09:35:14,2026-08-02 09:35:14
CUS0009483,Ngô An,customer0009483@example.com,0753367902,TP. Hồ Chí Minh,active,2025-07-01 09:35:14,2026-07-31 09:35:14
CUS0009023,Phan Thảo,customer0009023@example.com,0378759068,Hà Nội,active,2024-08-31 09:35:14,2026-08-03 09:35:14
CUS0009292,Hoàng Yến,customer0009292@example.com,0807942602,Huế,active,2025-04-06 09:35:14,2026-08-04 09:35:14
CUS0007924,Phan Dũng,customer0007924@example.com,0322092038,Hải Phòng,active,2025-09-03 09:35:14,2026-08-03 09:35:14
CUS0002108,Phan Giang,customer0002108@example.com,0793588639,Vũng Tàu,active,2026-04-23 09:35:14,2026-08-06 09:35:14
CUS0009729,Phan Trung,customer0009729@example.com,0358045552,Hải Phòng,active,2025-02-22 09:35:14,2026-08-02 09:35:14
CUS0009989,Phan Phong,customer0009989@example.com,0665003161,Vũng Tàu,active,2026-06-29 09:35:14,2026-08-02 09:35:14
CUS0003489,Phạm Long,customer0003489@example.com,0664211449,Cần Thơ,active,2026-05-10 09:35:14,2026-07-31 09:35:14
CUS0007772,Hồ Bình,customer0007772@example.com,0595192381,Hải Phòng,active,2024-11-01 09:35:14,2026-08-04 09:35:14
CUS0000568,Trần Hạnh,customer0000568@example.com,0560776938,Nha Trang,inactive,2025-09-09 09:35:14,2026-08-06 09:35:14
CUS0006633,Phan Hà,customer0006633@example.com,0374039836,Huế,active,2026-04-27 09:35:14,2026-08-03 09:35:14
CUS0010337,Lê Hạnh,customer0010337@example.com,0756596962,Huế,active,2024-08-08 09:35:14,2026-08-02 09:35:14
CUS0002368,Huỳnh Hà,customer0002368@example.com,0675524525,TP. Hồ Chí Minh,active,2026-04-08 09:35:14,2026-08-02 09:35:14
CUS0009319,Lê Long,customer0009319@example.com,0628946326,Hà Nội,active,2025-07-03 09:35:14,2026-08-04 09:35:14
CUS0010441,Vũ Mai,customer0010441@example.com,0428713232,Vũng Tàu,active,2025-12-02 09:35:14,2026-08-04 09:35:14
CUS0004755,Lê Hải,customer0004755@example.com,0635624918,Cần Thơ,active,2026-06-12 09:35:14,2026-08-04 09:35:14
CUS0000441,Phan Yến,customer0000441@example.com,0654270077,Vũng Tàu,active,2025-10-05 09:35:14,2026-08-01 09:35:14
CUS0002019,Võ Quân,customer0002019@example.com,0304382023,Vũng Tàu,active,2025-10-19 09:35:14,2026-08-03 09:35:14
CUS0010132,Huỳnh Minh,customer0010132@example.com,0404798384,Đà Nẵng,inactive,2024-09-02 09:35:14,2026-08-02 09:35:14
CUS0010069,Trần Hoàng,customer0010069@example.com,0916543666,TP. Hồ Chí Minh,active,2025-04-13 09:35:14,2026-07-31 09:35:14
CUS0004717,Phan Tuấn,customer0004717@example.com,0518805594,TP. Hồ Chí Minh,active,2025-02-05 09:35:14,2026-07-31 09:35:14
CUS0007839,Đỗ Thảo,customer0007839@example.com,0613226533,Hải Phòng,active,2025-09-26 09:35:14,2026-08-01 09:35:14
CUS0010748,Dương Nga,customer0010748@example.com,0724692829,Nha Trang,inactive,2025-12-16 09:35:14,2026-08-04 09:35:14
CUS0004375,Bùi Hoàng,customer0004375@example.com,0718865917,TP. Hồ Chí Minh,active,2025-02-25 09:35:14,2026-08-04 09:35:14
CUS0004685,Huỳnh Minh,customer0004685@example.com,0761569961,Huế,active,2025-06-19 09:35:14,2026-08-05 09:35:14
CUS0010722,Hồ Phong,customer0010722@example.com,0974000119,Huế,active,2025-09-07 09:35:14,2026-07-31 09:35:14
CUS0001225,Phan Linh,customer0001225@example.com,0957789188,Huế,active,2025-09-21 09:35:14,2026-08-05 09:35:14
CUS0007712,Trần Hải,customer0007712@example.com,0741261413,Nha Trang,active,2026-02-22 09:35:14,2026-07-31 09:35:14
CUS0002593,Đặng Minh,customer0002593@example.com,0761683010,Vũng Tàu,active,2025-11-19 09:35:14,2026-08-05 09:35:14
CUS0002754,Trần Phong,customer0002754@example.com,0724707505,Cần Thơ,active,2024-10-06 09:35:14,2026-07-31 09:35:14
CUS0006217,Hoàng Long,customer0006217@example.com,0790495341,TP. Hồ Chí Minh,active,2024-12-28 09:35:14,2026-08-02 09:35:14
CUS0009947,Dương Phúc,customer0009947@example.com,0957225056,TP. Hồ Chí Minh,active,2025-04-09 09:35:14,2026-08-06 09:35:14
CUS0002692,Võ Ngọc,customer0002692@example.com,0755475256,Nha Trang,active,2025-12-30 09:35:14,2026-08-01 09:35:14
CUS0000037,Vũ Trung,customer0000037@example.com,0662271414,Đà Nẵng,active,2026-03-24 09:35:14,2026-08-02 09:35:14
CUS0004360,Huỳnh Yến,customer0004360@example.com,0981142429,Nha Trang,active,2024-09-09 09:35:14,2026-08-02 09:35:14
CUS0011821,Hoàng Quân,customer0011821@example.com,0637718467,Hà Nội,active,2025-07-30 09:35:14,2026-08-05 09:35:14
CUS0002250,Hoàng Linh,customer0002250@example.com,0790090187,Huế,active,2025-03-02 09:35:14,2026-08-06 09:35:14
CUS0008726,Lê Phong,customer0008726@example.com,0633341535,Hải Phòng,active,2026-05-09 09:35:14,2026-08-04 09:35:14
CUS0003659,Võ Hùng,customer0003659@example.com,0871969044,Nha Trang,active,2026-05-26 09:35:14,2026-08-02 09:35:14
CUS0005585,Lê Long,customer0005585@example.com,0396363879,Vũng Tàu,active,2025-03-23 09:35:14,2026-08-06 09:35:14
CUS0007293,Vũ Hiếu,customer0007293@example.com,0606136592,Đà Nẵng,active,2025-10-24 09:35:14,2026-07-31 09:35:14
CUS0006674,Phan Minh,customer0006674@example.com,0697936668,Vũng Tàu,active,2026-06-11 09:35:14,2026-08-02 09:35:14
CUS0003414,Lê Chiến,customer0003414@example.com,0894678549,Huế,active,2025-04-19 09:35:14,2026-07-31 09:35:14
CUS0004192,Hồ Hùng,customer0004192@example.com,0543565382,TP. Hồ Chí Minh,active,2024-09-17 09:35:14,2026-07-31 09:35:14
CUS0011246,Vũ Phong,customer0011246@example.com,0986907514,Cần Thơ,active,2025-12-07 09:35:14,2026-07-31 09:35:14
CUS0007682,Võ Phúc,customer0007682@example.com,0524929114,Cần Thơ,active,2025-06-18 09:35:14,2026-08-06 09:35:14
CUS0003834,Ngô Phong,customer0003834@example.com,0457887864,Hà Nội,active,2024-11-03 09:35:14,2026-08-05 09:35:14
CUS0003903,Bùi Minh,customer0003903@example.com,0315784526,Hà Nội,inactive,2024-09-10 09:35:14,2026-08-04 09:35:14
CUS0006648,Bùi Trang,customer0006648@example.com,0327445067,Cần Thơ,active,2025-05-24 09:35:14,2026-08-05 09:35:14
CUS0007214,Vũ Giang,customer0007214@example.com,0558596837,TP. Hồ Chí Minh,active,2025-07-06 09:35:14,2026-08-01 09:35:14
CUS0001361,Võ Chiến,customer0001361@example.com,0503942868,Vũng Tàu,active,2025-11-02 09:35:14,2026-08-05 09:35:14
CUS0007499,Đặng Nga,customer0007499@example.com,0730907403,Hải Phòng,active,2026-06-15 09:35:14,2026-08-01 09:35:14
CUS0006921,Huỳnh Hạnh,customer0006921@example.com,0379239265,Vũng Tàu,active,2026-01-29 09:35:14,2026-07-31 09:35:14
CUS0000487,Lê Hùng,customer0000487@example.com,0669774190,TP. Hồ Chí Minh,active,2025-11-11 09:35:14,2026-07-31 09:35:14
CUS0003718,Hồ Hạnh,customer0003718@example.com,0573547408,Cần Thơ,active,2025-03-24 09:35:14,2026-07-31 09:35:14
CUS0006801,Lê Trung,customer0006801@example.com,0456135547,Cần Thơ,active,2024-10-24 09:35:14,2026-08-02 09:35:14
CUS0003823,Lê Nam,customer0003823@example.com,0851722167,Huế,active,2025-05-23 09:35:14,2026-08-05 09:35:14
CUS0004541,Hồ Nga,customer0004541@example.com,0803988902,Cần Thơ,inactive,2026-05-23 09:35:14,2026-08-01 09:35:14
CUS0009972,Phạm Hoàng,customer0009972@example.com,0660803980,Huế,active,2026-06-26 09:35:14,2026-08-05 09:35:14
CUS0011893,Huỳnh Hà,customer0011893@example.com,0621493365,Vũng Tàu,active,2025-05-09 09:35:14,2026-08-02 09:35:14
CUS0000638,Vũ Hiếu,customer0000638@example.com,0426435623,Hà Nội,active,2026-05-25 09:35:14,2026-08-05 09:35:14
CUS0005606,Trần Bình,customer0005606@example.com,0734218200,Đà Nẵng,active,2025-09-19 09:35:14,2026-08-02 09:35:14
CUS0008932,Hồ Giang,customer0008932@example.com,0850113907,TP. Hồ Chí Minh,active,2025-08-28 09:35:14,2026-07-31 09:35:14
CUS0003356,Dương Long,customer0003356@example.com,0570085023,Huế,active,2025-05-25 09:35:14,2026-08-02 09:35:14
CUS0007609,Phạm Hiếu,customer0007609@example.com,0552437615,Đà Nẵng,active,2024-08-30 09:35:14,2026-08-05 09:35:14
CUS0003388,Phạm Sơn,customer0003388@example.com,0933560922,TP. Hồ Chí Minh,active,2025-11-03 09:35:14,2025-08-07 09:35:14
CUS0006897,Phạm Hạnh,customer0006897@example.com,0825493317,Huế,active,2026-05-10 09:35:14,2026-08-01 09:35:14
CUS0003955,Vũ Nga,customer0003955@example.com,0556944466,TP. Hồ Chí Minh,active,2024-11-26 09:35:14,2026-07-31 09:35:14
CUS0006753,Võ Ngọc,customer0006753@example.com,0661347892,Vũng Tàu,active,2026-06-16 09:35:14,2026-08-02 09:35:14
CUS0011992,Hồ Khánh,customer0011992@example.com,0982132176,Vũng Tàu,active,2024-12-15 09:35:14,2026-07-31 09:35:14
CUS0003651,Đặng Dũng,customer0003651@example.com,0723383459,TP. Hồ Chí Minh,blocked,2025-06-17 09:35:14,2026-08-06 09:35:14
CUS0009344,Đỗ Hoàng,customer0009344@example.com,0833689034,Hải Phòng,active,2026-07-11 09:35:14,2026-08-05 09:35:14
CUS0009843,Hồ Phong,customer0009843@example.com,0331912098,Huế,inactive,2026-04-06 09:35:14,2026-08-05 09:35:14
CUS0000168,Trần Hà,customer0000168@example.com,0739933337,Hải Phòng,active,2024-10-04 09:35:14,2026-08-01 09:35:14
CUS0001916,Võ Minh,customer0001916@example.com,0649999085,Cần Thơ,active,2026-03-04 09:35:14,2026-08-06 09:35:14
CUS0011398,Hồ Trung,customer0011398@example.com,0705642455,Cần Thơ,active,2025-12-04 09:35:14,2026-08-01 09:35:14
CUS0006760,Lê Việt,customer0006760@example.com,0528874431,Huế,active,2025-01-10 09:35:14,2026-08-01 09:35:14
CUS0008765,Hồ Hiếu,customer0008765@example.com,0963423587,Nha Trang,active,2025-12-28 09:35:14,2026-08-01 09:35:14
CUS0003083,Đặng Hiếu,customer0003083@example.com,0678599725,Hải Phòng,active,2025-05-05 09:35:14,2026-08-04 09:35:14
CUS0011651,Bùi Mai,customer0011651@example.com,0523776104,TP. Hồ Chí Minh,inactive,2026-04-02 09:35:14,2026-08-01 09:35:14
CUS0008182,Bùi Dũng,customer0008182@example.com,0371097010,Đà Nẵng,inactive,2026-05-01 09:35:14,2026-08-02 09:35:14
CUS0005465,Võ Hà,customer0005465@example.com,0338594025,Huế,active,2024-12-16 09:35:14,2026-08-03 09:35:14
CUS0000802,Lê Hoàng,customer0000802@example.com,0967856175,TP. Hồ Chí Minh,active,2025-07-04 09:35:14,2026-08-01 09:35:14
CUS0002139,Nguyễn Nam,customer0002139@example.com,0545700130,Vũng Tàu,active,2026-05-17 09:35:14,2026-08-05 09:35:14
CUS0011365,Nguyễn Trung,customer0011365@example.com,0387566918,Đà Nẵng,active,2025-04-05 09:35:14,2026-08-01 09:35:14
CUS0011080,Hồ An,customer0011080@example.com,0893250734,Huế,active,2025-09-25 09:35:14,2026-08-05 09:35:14
CUS0000743,Hoàng Phong,customer0000743@example.com,0845998465,Hải Phòng,active,2026-06-10 09:35:14,2026-08-06 09:35:14
CUS0011521,Bùi Phúc,customer0011521@example.com,0647912241,TP. Hồ Chí Minh,active,2025-05-06 09:35:14,2026-08-02 09:35:14
CUS0005355,Phạm Thảo,customer0005355@example.com,0396028246,Hải Phòng,active,2025-05-25 09:35:14,2025-08-16 09:35:14
CUS0005611,Phạm Hiếu,customer0005611@example.com,0515988158,Hải Phòng,active,2025-04-19 09:35:14,2026-08-04 09:35:14
CUS0005425,Huỳnh Hoàng,customer0005425@example.com,0813064966,Nha Trang,active,2025-03-21 09:35:14,2026-08-04 09:35:14
CUS0004485,Lê Mai,customer0004485@example.com,0537560417,Huế,active,2025-12-17 09:35:14,2026-02-13 09:35:14
CUS0011238,Hoàng Ngọc,customer0011238@example.com,0543277111,Cần Thơ,active,2025-08-24 09:35:14,2026-08-02 09:35:14
CUS0004206,Đỗ Trang,customer0004206@example.com,0939637808,Nha Trang,active,2025-01-15 09:35:14,2026-07-31 09:35:14
CUS0004748,Phan Hạnh,customer0004748@example.com,0959440388,Hà Nội,active,2025-02-15 09:35:14,2026-07-31 09:35:14
CUS0007335,Dương Hùng,customer0007335@example.com,0830523544,Hà Nội,active,2025-09-15 09:35:14,2026-08-04 09:35:14
CUS0002848,Vũ Khánh,customer0002848@example.com,0698324161,Hải Phòng,inactive,2025-07-27 09:35:14,2026-08-01 09:35:14
CUS0007423,Vũ Hà,customer0007423@example.com,0532480108,Huế,active,2026-05-24 09:35:14,2026-08-03 09:35:14
CUS0002479,Huỳnh Chiến,customer0002479@example.com,0657405127,Đà Nẵng,active,2025-01-19 09:35:14,2026-07-31 09:35:14
CUS0000716,Dương Thảo,customer0000716@example.com,0459873411,Đà Nẵng,active,2025-11-10 09:35:14,2026-08-04 09:35:14
CUS0004914,Dương Ngọc,customer0004914@example.com,0739437836,Huế,active,2026-05-01 09:35:14,2026-07-31 09:35:14
CUS0005166,Võ Chiến,customer0005166@example.com,0816413589,TP. Hồ Chí Minh,active,2025-04-12 09:35:14,2026-08-03 09:35:14
CUS0006619,Ngô Hoàng,customer0006619@example.com,0773518617,Cần Thơ,active,2025-07-06 09:35:14,2026-08-03 09:35:14
CUS0004490,Dương Khánh,customer0004490@example.com,0644063415,Nha Trang,active,2024-08-31 09:35:14,2026-08-06 09:35:14
CUS0004330,Huỳnh Tuấn,customer0004330@example.com,0855777871,TP. Hồ Chí Minh,active,2025-01-04 09:35:14,2026-07-31 09:35:14
CUS0004741,Hoàng Hạnh,customer0004741@example.com,0429605526,Đà Nẵng,active,2024-12-04 09:35:14,2026-08-04 09:35:14
CUS0002090,Dương An,customer0002090@example.com,0303252251,Nha Trang,active,2024-11-27 09:35:14,2026-08-04 09:35:14
CUS0003285,Nguyễn Linh,customer0003285@example.com,0531633473,Cần Thơ,active,2025-09-30 09:35:14,2026-08-01 09:35:14
CUS0008750,Bùi Nga,customer0008750@example.com,0438399227,Hà Nội,active,2025-05-14 09:35:14,2026-08-06 09:35:14
CUS0004786,Phan Hùng,customer0004786@example.com,0879316677,Vũng Tàu,active,2026-04-18 09:35:14,2026-07-31 09:35:14
CUS0011953,Lê Phúc,customer0011953@example.com,0347887195,Đà Nẵng,active,2025-08-12 09:35:14,2026-08-01 09:35:14
CUS0001835,Nguyễn Linh,customer0001835@example.com,0542776629,Cần Thơ,active,2025-12-01 09:35:14,2026-08-02 09:35:14
CUS0007062,Võ Bình,customer0007062@example.com,0318978915,Hải Phòng,active,2026-04-17 09:35:14,2026-08-02 09:35:14
CUS0006215,Vũ Quân,customer0006215@example.com,0820620194,TP. Hồ Chí Minh,active,2024-11-01 09:35:14,2026-08-03 09:35:14
CUS0010081,Vũ Dũng,customer0010081@example.com,0867979798,TP. Hồ Chí Minh,active,2026-03-04 09:35:14,2026-08-05 09:35:14
CUS0008764,Đặng Hoàng,customer0008764@example.com,0431906717,Cần Thơ,active,2025-02-01 09:35:14,2026-08-03 09:35:14
CUS0007667,Dương Nam,customer0007667@example.com,0487358535,TP. Hồ Chí Minh,active,2025-07-16 09:35:14,2026-08-02 09:35:14
CUS0004120,Ngô Bình,customer0004120@example.com,0994021824,Đà Nẵng,active,2024-10-18 09:35:14,2026-08-05 09:35:14
CUS0007718,Vũ Quân,customer0007718@example.com,0917642070,Nha Trang,active,2024-08-27 09:35:14,2026-08-02 09:35:14
CUS0006581,Dương Long,customer0006581@example.com,0515558269,Hải Phòng,inactive,2026-04-18 09:35:14,2026-08-01 09:35:14
CUS0002486,Bùi Hùng,customer0002486@example.com,0991247364,Đà Nẵng,active,2026-02-09 09:35:14,2026-07-31 09:35:14
CUS0004464,Phạm Phong,customer0004464@example.com,0997351632,Vũng Tàu,active,2026-06-01 09:35:14,2026-08-04 09:35:14
CUS0004293,Ngô Mai,customer0004293@example.com,0854425073,Cần Thơ,active,2025-09-18 09:35:14,2026-08-05 09:35:14
CUS0011875,Ngô Nga,customer0011875@example.com,0437406998,Huế,UNKNOWN_STATUS,2026-05-26 09:35:14,2026-08-04 09:35:14
CUS0011555,Bùi Phúc,customer0011555@example.com,0961036092,Cần Thơ,active,2025-04-27 09:35:14,2026-08-05 09:35:14
CUS0001887,Hoàng Phong,customer0001887@example.com,0422476505,Huế,active,2024-12-05 09:35:14,2026-08-02 09:35:14
CUS0000024,Bùi Vân,customer0000024@example.com,0336948366,Đà Nẵng,active,2026-04-01 09:35:14,2026-08-04 09:35:14
CUS0011010,Ngô Tuấn,customer0011010@example.com,0688156337,Nha Trang,active,2025-12-12 09:35:14,2026-08-03 09:35:14
CUS0006386,Vũ Nam,customer0006386@example.com,0493873146,Vũng Tàu,active,2025-12-05 09:35:14,2026-08-03 09:35:14
CUS0001310,Vũ Trung,customer0001310@example.com,0715558506,Huế,active,2026-07-27 09:35:14,2026-08-02 09:35:14
CUS0008279,Dương Hà,customer0008279@example.com,0413055582,Đà Nẵng,active,2025-09-05 09:35:14,2026-08-04 09:35:14
CUS0000790,Đặng An,customer0000790@example.com,0531953650,TP. Hồ Chí Minh,active,2025-04-16 09:35:14,2026-08-01 09:35:14
CUS0008371,Đỗ Yến,customer0008371@example.com,0353100395,Cần Thơ,inactive,2026-01-28 09:35:14,2026-08-04 09:35:14
CUS0004697,Lê Chiến,customer0004697@example.com,0711567848,Nha Trang,active,2025-01-09 09:35:14,2026-08-01 09:35:14
CUS0009570,Dương Yến,customer0009570@example.com,0514167285,Hải Phòng,active,2026-01-01 09:35:14,2026-08-05 09:35:14
CUS0004258,Đặng Chiến,customer0004258@example.com,0689977263,TP. Hồ Chí Minh,active,2025-12-19 09:35:14,2026-08-05 09:35:14
CUS0002515,Huỳnh Dũng,customer0002515@example.com,0485106226,Nha Trang,active,2024-09-12 09:35:14,2026-08-05 09:35:14
CUS0009731,Bùi Vân,customer0009731@example.com,0555994967,Hải Phòng,active,2026-06-10 09:35:14,2026-08-05 09:35:14
CUS0006806,Vũ Minh,customer0006806@example.com,0715033323,Đà Nẵng,active,2025-09-25 09:35:14,2026-08-03 09:35:14
CUS0008451,Phan Nam,customer0008451@example.com,0797886299,Huế,active,2025-11-17 09:35:14,2026-08-01 09:35:14
CUS0008813,Trần Nam,customer0008813@example.com,0855513123,Hà Nội,active,2025-10-13 09:35:14,2026-07-31 09:35:14
CUS0010346,Hồ Trung,customer0010346@example.com,0961064610,Nha Trang,inactive,2025-10-25 09:35:14,2026-08-01 09:35:14
CUS0007394,Phan Hiếu,customer0007394@example.com,0772527723,Cần Thơ,active,2026-07-14 09:35:14,2026-08-02 09:35:14
CUS0011015,Vũ Mai,customer0011015@example.com,0400741457,Nha Trang,active,2025-10-05 09:35:14,2026-08-02 09:35:14
CUS0001958,Đỗ Minh,customer0001958@example.com,0681126431,Đà Nẵng,active,2025-05-10 09:35:14,2026-08-06 09:35:14
CUS0003335,Vũ Chiến,customer0003335@example.com,0720469831,Đà Nẵng,active,2025-11-02 09:35:14,2026-07-31 09:35:14
CUS0011479,Lê Hà,customer0011479@example.com,0809104213,Huế,active,2025-05-01 09:35:14,2026-08-04 09:35:14
CUS0005493,Bùi Hà,customer0005493@example.com,0749242088,Hà Nội,active,2025-05-16 09:35:14,2026-08-04 09:35:14
CUS0006861,Hoàng Quân,customer0006861@example.com,0513945137,Hải Phòng,active,2024-10-24 09:35:14,2025-11-18 09:35:14
CUS0007526,Đỗ Chiến,customer0007526@example.com,0946582661,Nha Trang,active,2024-10-27 09:35:14,2026-08-03 09:35:14
CUS0006740,Đỗ Long,customer0006740@example.com,0895317968,Huế,active,2024-10-09 09:35:14,2026-08-04 09:35:14
CUS0001396,Trần Nga,customer0001396@example.com,0911316336,Vũng Tàu,active,2025-05-02 09:35:14,2026-08-05 09:35:14
CUS0009036,Đặng Hiếu,customer0009036@example.com,0719191861,Nha Trang,active,2025-10-16 09:35:14,2026-08-05 09:35:14
CUS0007258,Dương Phong,customer0007258@example.com,0461730450,Nha Trang,active,2024-10-24 09:35:14,2026-08-06 09:35:14
CUS0010211,Phạm Hải,customer0010211@example.com,0865948435,Cần Thơ,active,2025-02-21 09:35:14,2026-08-03 09:35:14
CUS0011954,Trần Sơn,customer0011954@example.com,0593333798,Huế,active,2025-12-21 09:35:14,2026-02-04 09:35:14
CUS0009487,Vũ Hùng,customer0009487@example.com,0604599386,Hải Phòng,active,2025-08-06 09:35:14,2026-08-03 09:35:14
CUS0008553,Lê Minh,customer0008553@example.com,0522522179,Nha Trang,active,2026-04-10 09:35:14,2026-07-31 09:35:14
CUS0011766,Võ Thảo,customer0011766@example.com,0836701528,Vũng Tàu,active,2026-04-29 09:35:14,2026-08-05 09:35:14
CUS0011151,Hồ An,customer0011151@example.com,0445272495,Đà Nẵng,active,2025-07-18 09:35:14,2026-08-03 09:35:14
CUS0011267,Đỗ Giang,customer0011267@example.com,0678593517,TP. Hồ Chí Minh,active,2025-11-06 09:35:14,2026-08-01 09:35:14
CUS0005848,Huỳnh Phúc,customer0005848@example.com,0864659378,Nha Trang,inactive,2025-07-09 09:35:14,2026-08-02 09:35:14
CUS0001227,Lê Dũng,customer0001227@example.com,0708675051,Vũng Tàu,active,2026-02-09 09:35:14,2026-08-02 09:35:14
CUS0010259,Dương Minh,customer0010259@example.com,0821657162,Đà Nẵng,active,2024-08-29 09:35:14,2026-08-04 09:35:14
CUS0011578,Đỗ Trang,customer0011578@example.com,0819337830,Hải Phòng,active,2025-02-11 09:35:14,2026-08-05 09:35:14
CUS0011781,Phạm Dũng,customer0011781@example.com,0904332286,Đà Nẵng,active,2026-02-28 09:35:14,2026-08-03 09:35:14
CUS0003265,Dương Minh,customer0003265@example.com,0948879277,Đà Nẵng,active,2026-01-20 09:35:14,2026-08-02 09:35:14
CUS0006827,Đặng Nam,customer0006827@example.com,0388172271,Nha Trang,active,2026-04-02 09:35:14,2026-08-06 09:35:14
CUS0011798,Huỳnh Minh,customer0011798@example.com,0922830490,Hải Phòng,active,2025-07-30 09:35:14,2026-08-05 09:35:14
CUS0007218,Dương Hà,customer0007218@example.com,0675784667,Đà Nẵng,active,2024-10-29 09:35:14,2026-08-04 09:35:14
CUS0008494,Nguyễn Trung,customer0008494@example.com,0821997366,Cần Thơ,active,2026-05-12 09:35:14,2026-08-02 09:35:14
CUS0010310,Phạm Bình,customer0010310@example.com,0773397363,Đà Nẵng,active,2024-12-07 09:35:14,2026-08-03 09:35:14
CUS0001311,Ngô Minh,customer0001311@example.com,0787937642,Huế,active,2025-04-09 09:35:14,2026-08-05 09:35:14
CUS0011662,Trần Phúc,customer0011662@example.com,0975645001,Hải Phòng,active,2025-07-04 09:35:14,2026-07-31 09:35:14
CUS0003529,Vũ Hà,customer0003529@example.com,0689349146,TP. Hồ Chí Minh,active,2025-02-04 09:35:14,2026-08-03 09:35:14
CUS0010369,Vũ Hùng,customer0010369@example.com,0991120490,Hà Nội,active,2025-07-05 09:35:14,2026-08-02 09:35:14
CUS0007563,Đỗ Mai,customer0007563@example.com,0579995368,Hải Phòng,blocked,2025-11-08 09:35:14,2025-11-16 09:35:14
CUS0004412,Huỳnh Nga,customer0004412@example.com,0464667520,TP. Hồ Chí Minh,active,2024-12-24 09:35:14,2026-08-03 09:35:14
CUS0009807,Huỳnh Tuấn,customer0009807@example.com,0655607601,Cần Thơ,active,2024-10-03 09:35:14,2026-08-06 09:35:14
CUS0006464,Đỗ Dũng,customer0006464@example.com,0862700083,Vũng Tàu,active,2026-07-17 09:35:14,2026-08-03 09:35:14
CUS0001823,Phạm Hoàng,customer0001823@example.com,0659693547,Nha Trang,active,2024-12-02 09:35:14,2026-08-03 09:35:14
CUS0006948,Trần Linh,customer0006948@example.com,0450680791,TP. Hồ Chí Minh,active,2025-10-10 09:35:14,2026-07-31 09:35:14
CUS0001316,Dương Hiếu,customer0001316@example.com,0491794321,Hải Phòng,active,2024-09-08 09:35:14,2026-08-05 09:35:14
CUS0004925,Võ Hoàng,customer0004925@example.com,0993653021,Cần Thơ,active,2026-01-03 09:35:14,2026-08-01 09:35:14
CUS0006467,Đỗ Hùng,customer0006467@example.com,0355002756,TP. Hồ Chí Minh,active,2026-02-01 09:35:14,2026-07-31 09:35:14
CUS0002316,Dương An,customer0002316@example.com,0414799808,Huế,active,2025-09-05 09:35:14,2026-07-31 09:35:14
CUS0002827,Lê Hùng,customer0002827@example.com,0441488518,Huế,active,2026-04-30 09:35:14,2026-08-05 09:35:14
CUS0006006,Vũ Hạnh,customer0006006@example.com,0752048922,Vũng Tàu,active,2025-02-04 09:35:14,2026-08-01 09:35:14
CUS0010292,Bùi Trung,customer0010292@example.com,0800523982,TP. Hồ Chí Minh,active,2024-09-12 09:35:14,2026-07-31 09:35:14
CUS0002596,Trần Giang,customer0002596@example.com,0374324111,Nha Trang,active,2024-12-21 09:35:14,2026-08-01 09:35:14
