driver_id,full_name,phone,license_number,vehicle_brand,vehicle_plate,rating,driver_status,joined_at,updated_at
DRV001175,Đặng Trang,0988170247,GPLX-40547555,Hyundai,30A-90439,4.92,available,2025-11-29 09:35:14,2026-08-06 09:35:14
DRV002529,Đặng Ngọc,0563289703,GPLX-77736955,VinFast,48A-24027,4.16,offline,2023-02-25 09:35:14,2026-08-01 09:35:14
DRV000434,Ngô Nam,0488094232,GPLX-38139069,Honda,90A-28620,4.4,available,2021-08-29 09:35:14,2026-08-06 09:35:14
DRV003870,Đỗ Chiến,0952421892,GPLX-81733753,Mitsubishi,43A-79992,3.6,available,2026-06-22 09:35:14,2026-08-04 09:35:14
DRV000372,Trần Thảo,0881639969,GPLX-48803000,Hyundai,70A-72685,4.29,available,2025-10-28 09:35:14,2026-07-31 09:35:14
DRV003286,Dương Bình,0776915005,GPLX-21444366,Mazda,98A-40242,4.54,busy,2026-07-01 09:35:14,2026-08-03 09:35:14
DRV002404,Hoàng Việt,0697704200,GPLX-87010451,Hyundai,76A-59809,4.85,available,2025-12-04 09:35:14,2026-08-02 09:35:14
DRV002131,Nguyễn Trang,0823283957,GPLX-39348305,Ford,66A-77544,4.55,busy,2022-08-29 09:35:14,2026-08-03 09:35:14
DRV000701,Vũ Trung,0956785962,GPLX-67794852,Mazda,46A-18190,3.67,offline,2025-08-19 09:35:14,2026-07-31 09:35:14
DRV001469,Vũ Chiến,0557080949,GPLX-62952758,Kia,37A-56753,4.9,available,2023-10-01 09:35:14,2026-08-02 09:35:14
DRV000645,Đỗ Yến,0364207254,GPLX-91768818,VinFast,46A-81410,4.87,offline,2025-01-05 09:35:14,2026-08-02 09:35:14
DRV002858,Hồ Sơn,0638526756,GPLX-89096359,Mitsubishi,15A-72085,3.72,available,2022-07-02 09:35:14,2026-08-05 09:35:14
DRV000666,Hồ Bình,0937386679,GPLX-95885963,Mitsubishi,64A-34065,3.69,available,2022-07-10 09:35:14,2026-07-31 09:35:14
DRV000916,Đặng Giang,0428337997,GPLX-49402812,Mazda,62A-64554,4.25,available,2022-03-11 09:35:14,2026-08-01 09:35:14
DRV001511,Lê Phong,0476725948,GPLX-99190813,Toyota,44A-91935,3.67,available,2023-06-26 09:35:14,2026-08-01 09:35:14
DRV001212,Trần Sơn,0336501422,GPLX-22285082,Honda,38A-54298,3.59,offline,2024-02-12 09:35:14,2026-08-04 09:35:14
DRV002482,Trần Vân,0459131586,GPLX-86629803,Ford,50A-49009,3.78,offline,2024-10-08 09:35:14,2026-07-31 09:35:14
DRV003358,Trần Quân,0733030448,GPLX-72989254,Toyota,15A-92365,4.18,available,2025-06-05 09:35:14,2026-08-05 09:35:14
DRV001488,Võ Việt,0783941693,GPLX-34146179,Mazda,21A-23864,3.62,offline,2023-07-20 09:35:14,2026-08-04 09:35:14
DRV003964,Ngô Long,0895909168,GPLX-18808953,VinFast,61A-81275,3.94,busy,2022-02-16 09:35:14,2026-07-31 09:35:14
DRV000795,Lê Mai,0692758737,GPLX-69150885,Toyota,62A-22594,4.9,busy,2024-06-06 09:35:14,2026-07-31 09:35:14
DRV003600,Vũ Chiến,0708568005,GPLX-80483075,Mazda,61A-58990,3.62,suspended,2023-11-14 09:35:14,2026-08-01 09:35:14
DRV000247,Võ Hiếu,0655837147,GPLX-13352627,Ford,38A-80068,3.59,offline,2021-08-12 09:35:14,2026-08-02 09:35:14
DRV003593,Võ Yến,0856528232,GPLX-78448429,Ford,75A-34796,4.53,offline,2025-07-16 09:35:14,2026-08-05 09:35:14
DRV000735,Phan Minh,0893571624,GPLX-59796750,Ford,89A-93519,4.33,offline,2026-01-22 09:35:14,2026-08-02 09:35:14
DRV000506,Đỗ Thảo,0708615182,GPLX-43043906,Toyota,72A-63356,4.24,available,2023-07-22 09:35:14,2026-07-31 09:35:14
DRV003116,Đỗ Tuấn,0833612260,GPLX-44462336,Kia,98A-45133,3.68,offline,2024-03-23 09:35:14,2026-08-02 09:35:14
DRV000924,Hồ Sơn,0951933521,GPLX-78500662,VinFast,40A-50532,4.76,offline,2026-04-14 09:35:14,2026-08-05 09:35:14
DRV003679,Phạm Hiếu,0597544093,GPLX-79687415,Mazda,39A-92884,4.46,available,2022-01-06 09:35:14,2026-08-03 09:35:14
DRV001455,Bùi Phúc,0387622456,GPLX-15415904,Hyundai,34A-33493,4.91,available,2023-10-31 09:35:14,2026-08-05 09:35:14
DRV003452,Võ Khánh,0749455890,GPLX-82505916,Toyota,64A-96990,3.64,available,2025-10-20 09:35:14,2026-08-01 09:35:14
DRV001593,Vũ Việt,0822735447,GPLX-72947110,VinFast,27A-48897,4.36,busy,2024-06-19 09:35:14,2026-08-02 09:35:14
DRV000533,Dương Giang,0438440597,GPLX-59378740,Mitsubishi,48A-99186,4.52,available,2022-10-04 09:35:14,2026-08-04 09:35:14
DRV001279,Huỳnh Hiếu,0798609583,GPLX-55482068,Honda,68A-81660,4.04,offline,2023-05-18 09:35:14,2026-07-31 09:35:14
,Hoàng Hùng,0426836663,GPLX-41031700,VinFast,55A-33438,4.8,busy,2024-10-18 09:35:14,2026-08-06 09:35:14
DRV001875,Đỗ Dũng,0794639667,GPLX-54935065,Hyundai,25A-50211,4.15,available,2025-03-20 09:35:14,2026-08-02 09:35:14
DRV001042,Ngô Hiếu,0585808991,GPLX-85168819,Mitsubishi,66A-68409,4.36,busy,2026-06-02 09:35:14,2026-08-05 09:35:14
DRV002421,Huỳnh Bình,0622149348,GPLX-62708001,Hyundai,64A-30405,4.37,busy,2024-02-15 09:35:14,2026-08-05 09:35:14
DRV003897,Lê Sơn,0988640413,GPLX-12200841,VinFast,49A-20361,4.2,available,2022-11-03 09:35:14,2026-08-02 09:35:14
DRV002777,Ngô Hiếu,0873051075,GPLX-68855141,Kia,18A-94739,4.61,offline,2024-01-28 09:35:14,2026-08-02 09:35:14
DRV002230,Đỗ Giang,0989016157,GPLX-33813287,VinFast,60A-13371,4.48,available,2021-09-08 09:35:14,2026-08-01 09:35:14
DRV003263,Hoàng Ngọc,0687965663,GPLX-72844470,Honda,65A-34556,4.51,available,2023-07-11 09:35:14,2026-08-04 09:35:14
DRV003762,Trần Dũng,0637738013,GPLX-64157686,Mitsubishi,98A-15499,4.83,busy,2021-09-21 09:35:14,2026-07-31 09:35:14
DRV000544,Võ Thảo,0671683023,GPLX-21710702,Mitsubishi,36A-70088,4.57,busy,2022-05-09 09:35:14,2026-07-31 09:35:14
DRV002975,Vũ Chiến,0594295735,GPLX-28961272,Kia,53A-34276,3.85,available,2022-01-24 09:35:14,2026-08-06 09:35:14
DRV002502,Nguyễn Hiếu,0839179546,GPLX-30078539,Mitsubishi,70A-28059,3.72,busy,2025-08-31 09:35:14,2026-07-31 09:35:14
DRV002818,Ngô Phúc,0677917834,GPLX-89991334,Hyundai,80A-76435,3.58,available,2022-07-11 09:35:14,2026-08-02 09:35:14
DRV000260,Dương Phong,0948082788,GPLX-36728574,VinFast,54A-98909,3.67,busy,2022-09-07 09:35:14,2026-08-01 09:35:14
DRV002406,Hoàng Phong,0608417091,GPLX-98165984,Hyundai,51A-85897,3.99,available,2022-05-10 09:35:14,2026-08-04 09:35:14
DRV003123,Vũ Giang,0543745758,GPLX-91390180,Hyundai,55A-70154,3.6,available,2026-05-31 09:35:14,2026-08-03 09:35:14
DRV001870,Bùi Hùng,0625665597,GPLX-86268493,Kia,31A-29277,4.77,available,2022-02-05 09:35:14,2026-07-31 09:35:14
DRV003131,Võ Minh,0373286890,GPLX-58445490,Toyota,48A-91302,4.59,available,2022-07-12 09:35:14,2026-08-03 09:35:14
DRV000928,Huỳnh Vân,0891953126,GPLX-94138231,Hyundai,69A-79416,3.82,offline,2023-07-07 09:35:14,2026-02-20 09:35:14
DRV000613,Phan Hùng,0350332257,GPLX-11568105,Ford,33A-53872,4.58,busy,2026-02-22 09:35:14,2026-08-06 09:35:14
DRV001331,Võ Phong,0769932691,GPLX-67435955,Honda,57A-47806,3.67,available,2024-11-17 09:35:14,2026-08-03 09:35:14
DRV003258,Huỳnh Linh,0547101711,GPLX-29748402,Kia,34A-51048,4.4,available,2023-08-21 09:35:14,2026-08-03 09:35:14
DRV000220,Phan Giang,0432634882,GPLX-93981075,Hyundai,77A-63652,4.19,offline,2022-08-02 09:35:14,2026-08-03 09:35:14
DRV003138,Lê Trung,0726322900,GPLX-14595998,Hyundai,93A-92365,4.4,available,2024-01-26 09:35:14,2026-08-03 09:35:14
DRV000486,Phạm Nam,0376565935,GPLX-45841454,Mitsubishi,67A-91635,4.0,available,2024-02-15 09:35:14,2026-08-06 09:35:14
DRV002324,Nguyễn Giang,0871935949,GPLX-30800865,Honda,53A-29647,3.67,busy,2021-12-26 09:35:14,2026-08-01 09:35:14
DRV001095,Vũ Minh,0973100446,GPLX-35786743,VinFast,97A-93538,4.54,offline,2023-03-13 09:35:14,2026-07-31 09:35:14
DRV003530,Hồ Bình,0508469918,GPLX-63286767,Honda,72A-32097,4.83,busy,2023-01-02 09:35:14,2026-08-01 09:35:14
DRV003758,Ngô Hùng,0716630048,GPLX-94932323,VinFast,73A-33007,4.88,offline,2025-12-22 09:35:14,2026-07-31 09:35:14
DRV000259,Huỳnh Trang,0635734857,GPLX-64694519,Honda,65A-86468,3.89,offline,2025-09-09 09:35:14,2026-08-01 09:35:14
DRV002894,Bùi Yến,0401961730,GPLX-44911054,Honda,48A-83210,4.49,offline,2021-10-06 09:35:14,2026-08-05 09:35:14
DRV000387,Đặng Quân,0602717223,GPLX-12998055,VinFast,61A-82503,4.39,available,2023-11-19 09:35:14,2026-08-02 09:35:14
DRV000848,Dương Hùng,0422715228,GPLX-18727901,VinFast,65A-30008,3.68,busy,2026-01-14 09:35:14,2026-07-31 09:35:14
DRV002988,Vũ Nga,0816682745,GPLX-41023165,VinFast,81A-87150,3.91,offline,2025-05-20 09:35:14,2026-08-03 09:35:14
DRV001587,Phan Khánh,0762928926,GPLX-84603120,Kia,74A-28526,3.74,available,2024-02-24 09:35:14,2026-08-05 09:35:14
DRV003410,Phạm Hải,0812782563,GPLX-21673281,Ford,28A-75822,4.77,busy,2021-11-14 09:35:14,2026-08-04 09:35:14
DRV003638,Phạm Việt,0448025628,GPLX-19902720,Mazda,69A-39498,4.59,available,2021-10-31 09:35:14,2026-08-05 09:35:14
DRV003616,Đỗ Trung,0833236666,GPLX-82576850,VinFast,61A-55158,3.84,available,2025-01-08 09:35:14,2026-08-03 09:35:14
DRV002882,Ngô Quân,0817579797,GPLX-36716219,Ford,89A-65458,3.6,offline,2023-06-08 09:35:14,2026-07-31 09:35:14
DRV001012,Trần Hiếu,0493695646,GPLX-80393809,VinFast,28A-69308,4.23,available,2026-01-30 09:35:14,2026-08-02 09:35:14
DRV000210,Đỗ Hải,0603051173,GPLX-86339509,Toyota,68A-32487,3.73,available,2026-06-07 09:35:14,2026-08-06 09:35:14
DRV003629,Ngô Hiếu,0447967670,GPLX-47345370,Kia,87A-37184,3.93,busy,2024-07-29 09:35:14,2026-08-04 09:35:14
DRV002067,Võ Linh,0302207843,GPLX-89309176,Mitsubishi,37A-54846,4.38,available,2024-02-05 09:35:14,2026-08-06 09:35:14
DRV001229,Nguyễn Quân,0687201173,GPLX-93623225,Mazda,23A-54330,3.81,offline,2024-07-03 09:35:14,2026-08-03 09:35:14
DRV000911,Hoàng Nam,0936457881,GPLX-21167199,Toyota,49A-78610,4.04,available,2023-08-24 09:35:14,2026-07-31 09:35:14
DRV001726,Nguyễn Yến,0354676011,GPLX-79639430,Toyota,11A-74665,4.54,busy,2021-12-14 09:35:14,2026-08-02 09:35:14
DRV002801,Vũ Dũng,0348388659,GPLX-90607638,Mitsubishi,44A-39758,4.28,busy,2024-10-13 09:35:14,2026-08-03 09:35:14
DRV002690,Phạm Mai,0764464212,GPLX-90457749,Kia,59A-14380,4.86,available,2022-11-22 09:35:14,2026-08-04 09:35:14
DRV003999,Hồ Khánh,0710342255,GPLX-82044037,VinFast,59A-49384,4.39,busy,2025-09-13 09:35:14,2026-08-04 09:35:14
DRV000597,Hồ Dũng,0462057386,GPLX-97630470,Hyundai,42A-42688,4.93,busy,2024-11-06 09:35:14,2026-07-31 09:35:14
DRV002046,Hoàng Quân,0948897042,GPLX-58867490,Kia,61A-41092,4.34,available,2022-06-08 09:35:14,2026-03-21 09:35:14
DRV001408,Bùi Bình,0771197083,GPLX-65132398,Ford,93A-38389,3.74,offline,2022-11-19 09:35:14,2026-08-01 09:35:14
DRV000297,Phạm Ngọc,0483711223,GPLX-31639827,Honda,24A-67535,3.67,busy,2023-04-11 09:35:14,2026-08-04 09:35:14
DRV002687,Nguyễn Long,0652144524,GPLX-64488773,Kia,17A-90746,3.97,offline,2022-04-21 09:35:14,2026-08-03 09:35:14
DRV000508,Huỳnh Trang,0694314556,GPLX-50609850,Kia,24A-21392,3.56,offline,2024-07-27 09:35:14,2026-08-04 09:35:14
DRV002873,Trần Khánh,0552307617,GPLX-86763160,Mitsubishi,40A-72373,4.67,offline,2022-09-27 09:35:14,2026-07-31 09:35:14
DRV000008,Trần Nga,0535732670,GPLX-81238316,Kia,20A-58272,4.04,available,2022-07-12 09:35:14,2026-08-04 09:35:14
DRV002260,Vũ Hùng,0904113278,GPLX-62229628,Toyota,39A-42735,3.93,busy,2024-09-13 09:35:14,2026-08-06 09:35:14
DRV003818,Đặng Hoàng,0662666737,GPLX-13351272,Kia,71A-70046,4.59,busy,2025-08-21 09:35:14,2026-08-04 09:35:14
DRV003137,Võ An,0328423066,GPLX-95192244,Mazda,42A-78069,3.54,busy,2022-04-12 09:35:14,2026-08-03 09:35:14
DRV002155,Nguyễn Trung,0597722055,GPLX-81069184,Hyundai,94A-42233,4.78,busy,2021-11-09 09:35:14,2026-08-05 09:35:14
DRV002093,Bùi Ngọc,0974362390,GPLX-95483978,Mitsubishi,36A-19366,3.85,available,2023-06-22 09:35:14,2026-08-01 09:35:14
DRV003126,Võ Thảo,0355242485,GPLX-53116012,Toyota,91A-42632,4.65,offline,2021-09-02 09:35:14,2026-08-04 09:35:14
DRV001176,Đỗ Vân,0540672603,GPLX-38397490,Toyota,75A-24633,3.92,offline,2025-12-15 09:35:14,2026-08-06 09:35:14
DRV001790,Vũ Trang,0619006652,GPLX-62022011,Kia,62A-55205,3.69,available,2022-07-30 09:35:14,2026-08-01 09:35:14
DRV000178,Lê Yến,0411318464,GPLX-80672404,Mitsubishi,40A-95628,4.57,offline,2021-12-04 09:35:14,2026-08-01 09:35:14
DRV003862,Hoàng Hải,0439304272,GPLX-10165734,VinFast,94A-25200,4.44,available,2024-12-14 09:35:14,2026-08-05 09:35:14
DRV003741,Bùi An,0307994213,GPLX-56512848,Mitsubishi,84A-33558,3.59,busy,2026-04-19 09:35:14,2026-08-06 09:35:14
DRV000791,Bùi Long,0987756908,GPLX-91204519,Mazda,90A-36460,3.99,available,2024-02-08 09:35:14,2026-08-05 09:35:14
DRV001259,Đặng Minh,0531932058,GPLX-12691415,Hyundai,62A-54954,4.81,available,2022-11-09 09:35:14,2026-08-01 09:35:14
DRV000679,Hồ Phúc,0654984894,GPLX-82267054,Toyota,14A-39592,3.83,available,2026-02-09 09:35:14,2026-08-05 09:35:14
DRV003916,Dương Việt,0300009297,GPLX-82755707,Kia,87A-48094,4.81,available,2026-04-12 09:35:14,2026-08-01 09:35:14
DRV002271,Nguyễn Phong,0705887914,GPLX-15040270,Kia,90A-22035,4.04,offline,2021-11-15 09:35:14,2026-08-04 09:35:14
DRV002165,Phạm Ngọc,0553632451,GPLX-28575388,Mitsubishi,30A-67667,4.71,busy,2026-04-14 09:35:14,2026-08-04 09:35:14
DRV000097,Phan Long,0481343638,GPLX-16203189,Mitsubishi,11A-95647,4.35,available,2025-09-22 09:35:14,2026-08-06 09:35:14
DRV000044,Bùi An,0967620334,GPLX-25071072,Kia,87A-97694,4.48,busy,2026-02-28 09:35:14,2026-07-31 09:35:14
DRV003301,Phan Dũng,0381972402,GPLX-57121496,Hyundai,20A-62422,4.74,available,2024-04-24 09:35:14,2026-08-06 09:35:14
DRV001498,Phạm Linh,0532229348,GPLX-93712317,Mitsubishi,85A-74875,4.38,available,2024-11-05 09:35:14,2026-08-01 09:35:14
DRV001243,Bùi Trung,0302140941,GPLX-69413777,Mitsubishi,28A-59024,4.38,busy,2025-12-08 09:35:14,2026-08-05 09:35:14
DRV000760,Phan Vân,0396289121,GPLX-90277865,VinFast,80A-22641,3.76,offline,2026-06-19 09:35:14,2026-08-04 09:35:14
DRV002349,Trần Phong,0719047686,GPLX-48671079,Mitsubishi,36A-64675,3.68,offline,2024-11-05 09:35:14,2026-07-31 09:35:14
DRV002026,Lê Hải,0581940270,GPLX-16038267,Kia,27A-12399,3.51,busy,2026-01-31 09:35:14,2026-07-31 09:35:14
DRV001675,Ngô Sơn,0427538167,GPLX-91995437,Hyundai,73A-35448,3.58,available,2025-05-03 09:35:14,2026-08-06 09:35:14
DRV003075,Hồ Yến,0758999975,GPLX-79219154,Ford,67A-10005,4.58,available,2025-12-28 09:35:14,2026-07-31 09:35:14
DRV000026,Ngô Vân,0669622670,GPLX-67665839,Honda,94A-39967,3.71,available,2026-02-03 09:35:14,2026-08-04 09:35:14
DRV002310,Đỗ Trang,0980165538,GPLX-71543604,Ford,78A-83820,4.13,available,2026-04-24 09:35:14,2026-08-03 09:35:14
DRV002523,Huỳnh Bình,0960633265,GPLX-16156918,Toyota,76A-84218,3.63,available,2025-05-01 09:35:14,2026-08-03 09:35:14
DRV000680,Phạm Sơn,0637336578,GPLX-64132668,Honda,33A-51676,4.1,offline,2023-08-01 09:35:14,2026-08-04 09:35:14
DRV001850,Lê Hùng,0338165495,GPLX-42657901,Mitsubishi,75A-95650,3.88,busy,2022-12-05 09:35:14,2026-08-02 09:35:14
DRV000782,Nguyễn Hạnh,0489736245,GPLX-51662668,Ford,88A-29310,4.88,busy,2022-04-16 09:35:14,2026-08-05 09:35:14
DRV002701,Ngô Phúc,0842051468,GPLX-65194024,Toyota,34A-46535,4.49,busy,2022-04-01 09:35:14,2026-08-03 09:35:14
DRV003634,Bùi Quân,0520310706,GPLX-94904321,Kia,97A-86294,4.4,busy,2022-07-16 09:35:14,2026-08-05 09:35:14
DRV003785,Dương Sơn,0940366882,GPLX-96942834,Mitsubishi,31A-96295,4.43,busy,2024-02-04 09:35:14,2026-08-04 09:35:14
DRV001261,Vũ Yến,0443688508,GPLX-59014373,VinFast,35A-95176,4.1,busy,2024-07-28 09:35:14,2026-07-31 09:35:14
DRV001394,Bùi Trang,0867074352,GPLX-81105073,VinFast,52A-80267,3.71,available,2023-08-11 09:35:14,2026-08-06 09:35:14
DRV002390,Bùi Bình,0750390916,GPLX-69319435,Toyota,65A-65237,4.99,available,2025-09-05 09:35:14,2026-08-05 09:35:14
DRV002154,Dương Hạnh,0606663573,GPLX-88586310,Kia,31A-89497,3.78,available,2025-04-21 09:35:14,2026-08-01 09:35:14
DRV000884,Dương Hiếu,0622120249,GPLX-74164212,Toyota,17A-64853,4.33,busy,2021-12-10 09:35:14,2026-08-03 09:35:14
DRV000383,Ngô Hải,0587544217,GPLX-56595273,Kia,54A-63979,3.95,busy,2025-03-03 09:35:14,2026-08-05 09:35:14
DRV002844,Trần Tuấn,0809321644,GPLX-97509111,Mitsubishi,79A-66179,4.7,busy,2023-04-12 09:35:14,2026-07-31 09:35:14
DRV001345,Dương Yến,0539008407,GPLX-66708858,Toyota,77A-80328,3.5,offline,2025-07-24 09:35:14,2026-08-04 09:35:14
DRV003308,Đặng Phong,0585278677,GPLX-52967220,Toyota,22A-33836,4.49,offline,2024-05-25 09:35:14,2026-08-03 09:35:14
DRV000032,Hồ Bình,0541566232,GPLX-62366953,Hyundai,79A-54771,4.89,INVALID_DRIVER_STATUS,2024-06-07 09:35:14,2026-08-02 09:35:14
DRV003544,Nguyễn Quân,0692332074,GPLX-42779133,Toyota,19A-10042,4.09,available,2022-07-27 09:35:14,2026-08-06 09:35:14
DRV001533,Hoàng Hùng,0675620548,GPLX-82146588,Toyota,60A-89827,4.98,busy,2023-10-08 09:35:14,2026-08-03 09:35:14
DRV002878,Nguyễn Sơn,0430668509,GPLX-57286115,Mitsubishi,68A-93825,4.49,available,2025-01-19 09:35:14,2026-08-04 09:35:14
DRV000611,Đỗ Ngọc,0562946583,GPLX-22632410,Kia,58A-69330,4.92,offline,2023-12-24 09:35:14,2026-08-04 09:35:14
DRV000571,Phạm An,0883173426,GPLX-12945075,VinFast,69A-15417,4.28,busy,2023-06-04 09:35:14,2026-08-01 09:35:14
DRV000344,Hồ Hiếu,0781348912,GPLX-78870718,Mazda,30A-31502,3.82,busy,2025-04-16 09:35:14,2026-08-02 09:35:14
DRV003320,Võ Yến,0943541794,GPLX-50738431,Mazda,94A-40717,4.67,available,2024-06-04 09:35:14,2026-07-31 09:35:14
DRV001658,Đặng Nga,0412057472,GPLX-48188816,Kia,64A-44208,3.78,available,2023-08-20 09:35:14,2026-08-05 09:35:14
DRV003047,Vũ Trang,0416587427,GPLX-94237547,Honda,51A-44380,3.65,offline,2022-05-15 09:35:14,2026-07-31 09:35:14
DRV002504,Hồ Hà,0332098044,GPLX-46705056,Honda,22A-76205,4.95,available,2022-03-27 09:35:14,2026-08-04 09:35:14
DRV003454,Huỳnh Yến,0386108377,GPLX-94067634,Kia,50A-19287,4.85,available,2024-08-18 09:35:14,2026-08-05 09:35:14
DRV002108,Hồ Sơn,0412158022,GPLX-37718537,VinFast,98A-40364,4.52,offline,2024-01-10 09:35:14,2026-08-04 09:35:14
DRV001584,Bùi Hiếu,0606592958,GPLX-82838965,Mazda,86A-71676,4.78,busy,2024-06-03 09:35:14,2026-08-06 09:35:14
DRV001819,Hồ Dũng,0944111392,GPLX-37755680,Honda,22A-47056,3.59,offline,2024-04-27 09:35:14,2026-08-06 09:35:14
DRV002526,Trần Tuấn,0923429561,GPLX-90142974,Ford,70A-35966,4.46,offline,2026-01-06 09:35:14,2026-08-05 09:35:14
DRV003483,Bùi Quân,0322440561,GPLX-51518832,Mazda,82A-30077,4.66,offline,2024-12-07 09:35:14,2026-08-02 09:35:14
DRV000966,Bùi Hiếu,0657137380,GPLX-69726407,Toyota,76A-18966,4.03,offline,2024-11-24 09:35:14,2026-08-06 09:35:14
DRV000529,Vũ Hùng,0561831058,GPLX-16389272,Kia,84A-68059,4.33,busy,2024-12-21 09:35:14,2026-08-04 09:35:14
DRV000177,Trần An,0405306192,GPLX-87062537,Ford,83A-70634,4.97,busy,2023-03-25 09:35:14,2026-08-05 09:35:14
DRV000423,Hồ Hải,0902575098,GPLX-80161997,VinFast,80A-83225,4.8,available,2026-07-06 09:35:14,2026-08-04 09:35:14
DRV001794,Vũ Mai,0467394178,GPLX-68489776,Hyundai,19A-61088,4.97,available,2021-10-24 09:35:14,2026-01-19 09:35:14
DRV003250,Phạm Tuấn,0439037688,GPLX-79344142,Honda,45A-75391,3.75,available,2021-09-27 09:35:14,2026-08-05 09:35:14
DRV002494,Ngô Trung,0401926535,GPLX-34487625,Honda,98A-52791,4.14,available,2025-03-02 09:35:14,2026-08-02 09:35:14
DRV000573,Phan Dũng,0750907480,GPLX-43376521,Mitsubishi,19A-76185,4.61,busy,2024-01-13 09:35:14,2026-07-31 09:35:14
DRV002308,Ngô Long,0673167218,GPLX-97305371,Mazda,37A-46127,4.81,busy,2024-05-16 09:35:14,2026-07-31 09:35:14
DRV000289,Dương Hải,0886005460,GPLX-58818255,Mazda,90A-31355,3.75,suspended,2023-04-18 09:35:14,2026-08-05 09:35:14
DRV003779,Bùi Việt,0946099924,GPLX-44855704,VinFast,79A-17791,3.79,available,2022-09-12 09:35:14,2026-07-31 09:35:14
DRV001223,Lê Nam,0872225798,GPLX-78976216,Mazda,57A-73333,3.81,offline,2024-09-27 09:35:14,2026-08-04 09:35:14
DRV003867,Huỳnh Chiến,0472272867,GPLX-94051141,Hyundai,85A-71465,3.5,available,2025-09-11 09:35:14,2026-07-31 09:35:14
DRV003792,Hoàng Tuấn,0747190413,GPLX-75749414,VinFast,13A-63998,4.81,available,2022-08-13 09:35:14,2026-08-06 09:35:14
DRV002628,Bùi Giang,0708262886,GPLX-39813919,Hyundai,96A-80710,4.37,available,2024-10-25 09:35:14,2026-08-06 09:35:14
DRV003186,Nguyễn Bình,0556667584,GPLX-12502108,Honda,84A-33812,4.48,available,2023-01-31 09:35:14,2026-01-01 09:35:14
DRV001399,Đặng Sơn,0910306248,GPLX-47537061,Mazda,25A-33153,4.01,available,2023-08-16 09:35:14,2026-08-01 09:35:14
DRV003435,Vũ Vân,0733149920,GPLX-83797366,Mitsubishi,59A-42971,4.66,busy,2022-05-03 09:35:14,2026-07-31 09:35:14
DRV001911,Trần Hoàng,0548714153,GPLX-83111735,Honda,63A-71701,4.04,busy,2023-03-20 09:35:14,2026-08-03 09:35:14
DRV001737,Lê Phúc,0531377376,GPLX-51793259,Hyundai,46A-86492,4.73,available,2024-04-10 09:35:14,2026-08-04 09:35:14
DRV002019,Trần Thảo,0976856927,GPLX-16707648,Mazda,76A-63487,4.47,busy,2023-07-13 09:35:14,2026-08-03 09:35:14
DRV003649,Trần Thảo,0944302034,GPLX-46979490,Honda,53A-69389,4.47,available,2024-01-08 09:35:14,2026-08-01 09:35:14
DRV000371,Phạm Sơn,0497736684,GPLX-88618967,Ford,63A-19605,3.99,offline,2021-08-26 09:35:14,2026-07-31 09:35:14
DRV002816,Ngô Linh,0549471660,GPLX-55924041,Kia,66A-73437,4.21,busy,2022-02-16 09:35:14,2026-08-03 09:35:14
DRV001715,Đặng Hà,0424090903,GPLX-68245153,Hyundai,27A-55513,4.28,busy,2024-10-06 09:35:14,2026-07-31 09:35:14
DRV003578,Đặng Chiến,0695287053,GPLX-47822872,Toyota,77A-43840,4.34,busy,2024-08-19 09:35:14,2026-08-03 09:35:14
DRV001673,Lê Nga,0984719262,GPLX-92182474,Ford,68A-21434,3.76,busy,2024-06-11 09:35:14,2026-08-06 09:35:14
DRV003062,Hồ Nam,0927240345,GPLX-97253392,Honda,24A-80955,4.65,offline,2024-03-07 09:35:14,2026-07-31 09:35:14
DRV000142,Bùi Yến,0720387374,GPLX-88016016,Mitsubishi,80A-82175,4.25,available,2023-02-15 09:35:14,2026-08-04 09:35:14
DRV003364,Đặng Long,0668072681,GPLX-40320963,Toyota,36A-20839,4.47,available,2023-11-28 09:35:14,2026-08-01 09:35:14
DRV000492,Đỗ Tuấn,0304868703,GPLX-56785013,Kia,46A-69239,4.12,available,2024-01-29 09:35:14,2026-08-02 09:35:14
DRV000199,Huỳnh Thảo,0841535486,GPLX-28392603,VinFast,65A-26113,4.76,busy,2023-03-23 09:35:14,2026-07-31 09:35:14
DRV001796,Võ Hà,0544584890,GPLX-27704959,Hyundai,26A-12963,4.76,offline,2023-07-31 09:35:14,2026-08-01 09:35:14
DRV002011,Bùi Giang,0967896443,GPLX-74192755,Honda,74A-74047,3.61,offline,2023-03-11 09:35:14,2026-07-31 09:35:14
DRV002954,Vũ Vân,0644277203,GPLX-24012000,Ford,41A-86822,3.52,offline,2024-02-25 09:35:14,2026-08-02 09:35:14
DRV002388,Đỗ Quân,0451360738,GPLX-93000582,Mazda,35A-94627,4.19,busy,2023-12-27 09:35:14,2026-08-05 09:35:14
DRV000196,Ngô Thảo,0424461938,GPLX-55848939,Toyota,53A-53038,4.84,offline,2023-06-28 09:35:14,2026-07-31 09:35:14
DRV000875,Phạm Hiếu,0486547434,GPLX-61251208,Mitsubishi,50A-68506,4.94,offline,2023-09-03 09:35:14,2026-08-01 09:35:14
DRV002447,Hoàng Hiếu,0594731091,GPLX-51356811,Mitsubishi,76A-77928,4.11,busy,2023-04-15 09:35:14,2026-08-05 09:35:14
